	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17
F12	138776856.395214	147478388.79745	131824074.971794	127475018.465846	134821562.636604	138595063.088829	171735309.381265	208175250.7953	197066197.821091	232942094.880309	187573043.627603	152061940.587792	143405252.088622	180347556.890101	126992312.914189	138788299.339773	138698856.508968	153726664.65871
F13	95385342.0348028	55475943.8580987	69264348.1634557	59184774.3519693	72295629.4384457	54539762.6182451	67568212.9027163	111907794.461529	100572472.86335	134456050.213362	77223395.609201	113227820.766985	110538539.58578	116765058.591906	111199071.967395	80151000.7808643	73293986.4680928	80508741.7060313
F14	73217645.8026732	75677810.0495244	47709520.4878651	53478386.8062686	48031791.3441008	42977412.7569136	67937102.0219641	82931074.3944736	99152261.6910281	95639220.2484587	65299547.7680347	50208738.1560428	64194676.8197642	63512629.4129822	41955683.02756	75277214.4290829	78384743.7267774	86107181.676423
F15	106309082.811371	125890890.063761	103630166.554548	112316515.381641	116747027.610914	161633533.221174	105802310.801857	133108824.056391	113366332.891986	178942430.167692	94949301.0191857	163607173.537007	94399847.8285989	104413962.337242	93782653.0161301	105072996.67504	136564040.306039	127426226.361785
F16	71551802.3468683	103789001.02229	86272779.4670133	100762665.223738	80956871.5201225	132425419.039841	108750259.335609	157649191.089538	141517207.73846	133075631.39645	97337473.7325435	153186654.809775	122830389.53995	141670220.786485	112403310.0782	66937675.8045442	70828128.1629988	80955742.500498
F17	62151243.540175	35904055.0395565	48872194.3007992	35919925.2600846	50121445.7442484	35528252.0435156	51440408.3267261	87180496.3616186	73183241.5371437	99797415.9163742	56061977.2210897	95067316.8887578	91657105.7415722	96382800.9744828	95660163.0147008	43277981.6467329	36245415.0288265	49942033.7518149
F18	54150698.0927748	34189285.2324032	42769659.8070348	40229780.6289367	57657715.7973406	34487089.8699508	46981440.6495258	74396743.1167602	64505892.8529152	77528692.6763785	58484484.6733304	61322638.1623631	62943503.344755	59888549.9983686	51176181.5902211	40148290.2426359	37788693.4436377	51979465.5251788
F19	69264981.5403576	70888895.7287365	74644549.7850176	107112057.383066	93540818.6438136	137225015.075331	48473288.0008548	82998930.7044487	71229990.660745	65756206.4375387	56758870.2076471	131648872.300969	67026797.8623084	85742788.3617158	68375443.2376328	107842554.633348	113863007.076082	97537158.0581901
F20	55813846.2263462	30023683.0170789	36833631.5015575	35681245.7463346	40366776.7786015	34467704.3339868	37362367.3150319	64876228.0185323	57588569.9025182	78088431.7832499	40520335.1521463	72926665.4540209	61678113.509441	60262597.4911841	57812290.2796074	49883153.1995439	46616199.6134466	47185572.5579803
F21	40241620.3628117	62469502.4995057	40760152.9912466	63091648.1786899	35104205.9253662	96584061.4472616	49791510.0184477	113910048.474555	88710646.1660477	68494624.8946919	51503857.1298117	85678357.4317277	69870870.0910937	91823049.3314156	49135561.0756586	50270928.2120274	51608897.0517584	64936248.672536
F22	46918295.0794258	44325180.5459691	37475507.3570601	37812114.2753016	53395223.8486742	28636290.7567762	36949859.8602876	52347707.811753	58093109.1764021	55413971.9770199	47503468.4073387	38186940.9625066	42135175.3211293	43337388.3955607	32836213.9833971	43788573.8409753	44565117.9900599	49343651.4253598
F23	67807935.8786607	73903214.6002038	70551658.0858259	71943541.9235544	88536989.6928917	98570210.9488431	65560865.474217	96641464.0900126	76170685.2097434	88348456.6166191	68981129.8660226	97203598.030288	68918250.3410588	87998992.8897245	59032490.8261135	72443568.7560524	65389516.6109998	72582042.4137605
F24	47934598.4775486	68543003.3389012	52491975.0568055	78799598.6219719	58174899.5847305	99221882.6864821	51842868.6636134	80888555.9264226	67080145.7952783	55656267.1798663	50749773.5116072	86941830.1265304	57545709.4868225	64278334.018736	53752682.6091764	73809418.1786988	75833381.7334137	75813894.4410274
F25	23506949.5891658	38497941.7280211	47098098.3692232	39666273.7431655	54707915.8098318	51700631.9527304	23465748.2623953	53515907.1358085	42045511.1680676	35232778.0917611	24692572.6829429	97061378.6634047	47462499.6114548	58724152.5690431	57007209.4000826	34292572.2077525	32684717.2952621	36125792.6673186
F26	24263030.1100635	38836586.4056739	20154897.7619838	32863281.1193981	19715159.3088618	48086347.4928904	24591848.8185486	61767749.1698798	52644062.1866582	39439634.7430499	23409656.1058344	37846898.8241945	30447583.9826455	54865156.1041547	18124424.9484284	35825179.3081856	30850396.6315661	44201367.7844886
F27	67618063.839724	73631894.8885248	57465555.378384	67350953.8435525	71178596.8308941	66127697.9473191	68010892.9317664	71333905.4362072	77934896.9541141	79104154.5028567	54451380.1961085	65519662.7500343	68876621.4608495	85351645.3693175	57718706.133111	52874224.5016084	62682703.8821975	62002451.2428036
F28	46230071.9262908	63987335.2806255	53685645.0711055	65182178.9101319	55910890.0621355	68805391.9710113	47546445.4183183	66236475.9576376	59916191.9495014	56939249.1995311	42161283.9716559	62989897.5136805	48984379.1109836	63109647.3766854	46995030.5615553	55775844.1564467	58232458.1928298	56623346.6897053
F29	51109673.4688573	57962504.7657845	57864277.6306328	63033629.5404838	55571500.6888674	68697913.7065848	48320179.4695165	64385000.0177588	55022126.1867364	63544860.6312582	46936924.0503653	64002045.3658508	45008860.2315191	56099733.6299305	45797715.832724	55749662.5379396	53537808.5190541	60281948.892375
F30	31613392.8215209	10884125.9329118	25833991.8671837	16419439.92773	17083417.5377248	13575334.0850532	27774281.7485042	32274326.805462	24774229.4100256	19377286.3280816	46257701.1287687	11989976.7334989	32953493.5282958	22882990.8742289	32878106.0427636	18663235.5527003	12420916.4749644	21152364.7808902
F31	41998470.0667582	51043643.1730096	50867825.9502614	61389448.1499548	45912305.137892	67708248.0281254	43003778.6586434	59236679.209082	52046377.8483367	56068316.8893779	40099451.0891208	57439286.1815023	41268227.5277561	51474773.0801723	44168305.5793034	51992898.3042281	56406466.5075687	56140271.715902
F32	55768.0699659388	39654633.0878616	23002.0474127537	19742083.2600878	114335.325408253	45618197.6185059	220955.711078646	66971553.8418121	181634.118030459	95224.0325643627	130367.811716139	59354832.7645973	142206.481957171	39792473.3841399	83738.395537742	134708.140748721	95417.1573431092	41789.7313573595
F33	27808303.6996578	16509298.305432	21822785.0414443	21367095.814093	27702882.3393774	18188851.4701444	21345138.7709261	31048957.1924768	30892650.9958141	40101131.3781993	24079742.0587481	29635412.5073042	28098415.8740785	27770092.9460738	24175024.984887	23130268.4596984	24401339.2340665	27132330.3097976
F34	32207238.0619855	47622052.0965885	42765548.9749594	46535329.3025449	41444019.3579497	54981667.0502466	37885225.5263274	54311434.4125665	49360000.3509784	47468339.6733171	31749453.1145076	57374031.6828533	55899369.127613	65548252.337401	53986568.5576095	40426540.8478399	37777865.9437673	40751109.647327
F35	28235298.073469	37838643.2030625	35327578.4371971	41521727.9995493	36742403.7848149	42749698.0485561	26633941.5610502	61177493.0254493	32048554.4229669	34085726.8412293	22111945.5827789	64875438.5954027	39324414.1615709	46009609.7590761	43674579.9638678	56877337.9980432	46340465.6683464	45933660.5774259
F36	40314326.1644719	50130464.1008759	37286252.625599	36291359.3559453	27387102.1399583	52162433.8627838	49941081.2720646	62097019.4728902	60453392.8685025	46112405.5659426	39016883.2298665	49471411.6526609	45931054.0052561	42247701.1013687	30345515.8727591	38597110.0022255	34705940.6309532	44042410.9109062
F37	27847338.3880399	21873506.2240275	21792078.9543215	24343828.9574447	22202320.5015157	18533077.807084	22329329.4005194	31340835.8644413	33714081.2085528	40174792.6665171	25285823.7507906	29311436.8991482	28483028.8183664	29621358.8787849	24915175.9764577	27973910.8491531	27677843.0231619	35972362.0466847
F38	23883602.5507207	9291261.46333412	19015385.2347778	14669433.5062232	14677903.2023484	13527784.5864585	14912958.7955239	35204565.6558968	28182611.9186542	34773170.4680334	20230040.3807444	35989153.231274	32335560.2680796	35450205.3537514	40598923.0808073	16971475.0265612	18663314.4428889	17931329.4383957
F39	20279632.8210067	17338288.8970432	17466042.3388049	17345131.9204454	32908766.9372328	14660852.4044023	17789873.4442842	26660636.3850741	23686280.3058935	26103969.700593	24344928.8329229	24256849.5575113	20222563.0528054	17939171.2416146	17324929.9770882	24561247.1053413	17220542.7801467	23572341.2142589
F40	42291488.794954	47862281.2976354	39661541.5250873	43557484.6686398	43577683.0858778	50798731.058976	41112333.0286216	43665099.821642	44462853.9061632	49317859.5168973	36619271.2056895	47375563.5092506	43032826.1793847	44147964.8578069	42501178.7469465	45941475.5173279	45539673.0300704	43479220.1797286
F41	8411521.94521322	14869049.3632596	10842147.0004998	24014145.1741808	16510789.7065279	47072780.3842556	12682009.1273777	56108747.9642826	27917140.2010234	18649583.4432657	18161535.5024243	35303679.6406965	17466259.5605641	21096649.1094778	17717012.4254409	18872242.1323649	20320454.3125353	23778716.6574827
F42	24159809.0383066	11804244.7470088	17667252.7746893	12735437.3661118	19756875.9621131	13058200.6433219	19220073.9370459	34128318.7834336	27036807.6713052	37911122.8063877	22373967.5650027	34665083.0756481	36232982.2712409	38552659.4817543	35979081.2135217	13145128.5604651	12969272.4476714	17484193.8952284
F43	21977305.1586653	28977442.1752794	30649888.0056451	38957667.9908582	50987586.0802213	49681191.6437194	21984744.7124335	47741693.9996131	33719517.2104315	36950791.3458195	22520395.7831805	54780679.1360903	29342936.2037429	38791951.809025		49666648.3082475	37819657.4691057	39445257.7656385
F44	16437862.3316252	27070779.5947355	24736784.4867889	27787070.4755498	27145103.72558	34020480.3194937	22912083.8106326	49176031.4084488	40436501.1115723	40756888.6917686	21281058.544113	53913439.5248163	33042287.5671748	46942877.8271469	33178649.1061535	28594872.2226927	22945885.2964902	25524364.5954718
F45	25308668.8021882	33517190.3967734	28173920.6413463	31958011.2584385	26671144.0224565	40235564.6339937	39731049.3447199	52989340.0504891	48856134.4669349	46716898.4437895	38059591.3523471	45989074.5679572	39180077.6439843	43787612.1211198	34923222.9544539	21007141.5575651	21943343.7661301	26795115.8828923
F46	17274535.6750685	7421123.95257552	15860270.9433291	12924401.6926257	14819638.3078518	13941543.9816211	10705385.651775	28273310.2655876	20996479.422284	30422664.4410107	16440579.0430257	38965080.4688438	28405830.1557398	29366761.6059966	35246968.1606412	17081835.2499293	15767991.9511954	19680686.5169101
F47	20754348.1899944	31475030.8491983	19427499.1874728	22109631.8022364	11251937.312071	30415630.6024464	40179962.9826507	46881943.8480409	39126793.3687472	36266411.9868864	39257369.5229105	31662847.9108097	31214679.3648622	38839938.3139721	49058.758476759	21497473.005575	16079783.1922394	26735396.0308831
F48	12307106.5831776	19582544.2355334	20490917.2180911	23045872.0200339	25201959.0999765	20725653.1427636	13471558.5869184	24462724.5801703	23057868.0428305	11640242.0687159	13127919.2075952	44417754.9513586	24961407.1970004	26857269.698431	27757263.4647608	25982972.0578304	23138816.0922902	21843734.0516251
F49	16901903.7709149	6965570.92423159	12449457.7625794	9301950.68324826	11320755.5304114	8464030.81215306	13480206.2842518	27236026.8128867	21926862.9894199	27999024.7715595	14754486.445458	29260132.439662	28686613.0869326	31003081.2766598	35176030.549236	9422164.24446231	10439711.972721	9605244.15904886
F50	19548834.0427402	23667561.8814509	24897742.3380885	30228921.7067384	32462946.7561349	31778532.7093536	19652992.5844156	29988419.7661513	25023602.3281253	25579411.0246982	19214027.0194777	42736540.9371562	24135641.2800596	28433189.0148374	26395193.1531631	29588099.0373455	27094635.6157138	25169905.595321
F51	12397458.9766821	10731841.1222573	11418915.7859937	11376421.0048535	20778087.4475216	9511702.76672111	10533117.5379539	15674130.0824121	15627745.5466288	18509822.1809416	11983649.6638989	18114274.7551743	17778656.5874533	15284697.3338737	15700968.7965106	14134754.2101848	10163029.0757661	16010706.1573808
F52	5391618.33892768	9588071.45977179	6671438.79739594	9852606.33577448	5814100.38300511	23909198.2491569	9143675.99141063	39989650.539838	21323192.6132056	17143045.104963	9949737.3718596	23897045.6574918	15292330.0301559	20802840.1089961	16742637.9997254	6473746.38567976	6813159.42275247	10378728.9122201
F53	18261092.6055784	21040231.4850225	12160378.1602086	15122926.6263685	16037603.8025903	10450513.962189	15977760.6575502	16390725.8181509	25154432.0025244	20317802.8897428	17720598.1776963	11528914.0560037	14631493.930835	16504756.8954894	10905567.5836872	15764926.7338647	19398080.5338152	18146502.5511322
F54	13657493.8305712	7542541.71082961	11718232.8721276	10837672.749532	18968299.631413	9805052.47201062	11615213.7714981	17936040.0923004	15161015.9401924	22017805.7278289	14174257.6622394	17632604.0089763	15630289.1058231	14911684.508853	14224876.6117791	13470592.5444835	10874148.6613005	14406884.5416061
F55	4861740.9704308	3920434.67701454	10942556.5533514	7662891.9003759	4324220.1866445	8792116.05689165	12612812.9086658	16128687.8309922	17425663.6027522	20934497.7645414	12239041.1871922	12427033.0301206	4647968.74398012	10800918.9362585	4091812.94333294	13323433.5618825	8952856.67617818	18623241.4366066
F56	20068877.9462758	28210845.064354	24795620.4937621	24824969.2948282	27670202.7088203	30595653.3418725	21329724.2785688	31279469.7174946	27249299.618374	25251755.5127262	18624192.7280765	37324567.611363	26289220.9481692	32240866.4420952	22055136.4080924	27552480.7544258	23039476.9833325	27710442.2963588
F57	3397158.36774149	5247026.81901802	2168844.92087615	11522700.0192754	1943897.47581442	10945412.5899953	2894142.8842364	9756209.28441041	8594314.09824318	12499242.3409574	3234757.30256676	7317956.24436863	5998871.43370033	12194536.1764743	2694439.18861318	7162051.23560002	3263134.62339645	16461860.7583759
F58	22480190.0962406	9361986.59992327	13847085.5204302	8843240.98588775	8265234.89538744	6351724.90706515	14312286.977647	12930711.631578	13865891.513595	12856841.9437559	21496928.4548233	4634090.71921705	18280417.7940908	12066673.8626233	14989858.1197585	16997432.1373868	19320213.8737801	17833997.0082533
F59	11649818.6177221	26700018.3639706	14805259.6424211	19972787.9331409	17922051.1244841	32927146.8914547	15871607.4545464	29399386.0298551	28207503.3298749	23049464.9156891	14503660.7592842	20028192.538889	17415394.9951543	24296913.0535099	10072241.2853254	23995886.1498686	23657338.2724699	28126706.9713529
F60	15659996.0805451	23343253.9981208	21680518.3361996	23420603.6670894	20090912.4771149	27107749.1540424	18004660.4564521	26876923.9152998	24802712.9492704	23256098.5213769	15622776.4782437	29386799.3805692	28119347.4963543	33754133.2130427	27024185.6950802	19871091.2570219	18869171.2389879	20333615.7467732
F61	13705330.1753361	21452256.2111535	14687946.5732631	17252964.162437	9552247.90104092	23072627.1674559	20869429.5935761	33425968.2765915	27437204.8987048	30268803.1548709	18579618.1218491	24042808.2180215	20248064.4799792	31347155.4051031	20442273.3271856	13267392.182252	15303535.2005629	16428295.9476103
F62	14855049.6480398	9732566.01897306	21183917.1005305	9962003.95556511	19510667.2985175	12185568.3844124	15159006.3739723	11567770.8908135	23982179.0610043	16863564.9368869	11514242.9029485	14647923.300143	24497083.7027733	33091229.2230847	28041555.9697596	20502432.4282273	19351755.8500702	6326054.50703322
F63	186332.305899046	232580.914288132	20491378.4067697	311043.832115868	27114495.0782234	252797.350294324	366070.582146514	182827.394248615	267718.944659279	302106.643765192	15897372.5285365	218003.588740951	182871.058473693	215601.865665029	197998.265020961	12193164.0733139	272666.969605296	32752778.1800217
F64	14434235.6989588	8184947.43064822	10375790.556902	9501061.66896892	5017422.02334043	6858960.92057213	11347091.1389768	19801435.2469106	19135872.3881942	9042738.84201165	18240995.7151213	8107711.2106473	18203946.854179	20382717.3205971	14495695.3254139	14438523.0380064	11177833.2313009	15195246.9865637
F65	4159194.62389297	7278568.90633309	5234990.2560666	8538115.78355699	6005797.04362117	18111566.0964561	6902463.69051174	31470339.3510602	15777511.6103292	10178585.3923992	7275066.27608576	22323678.2250214	14497276.5295357	15830712.9505292	14517783.4383057	5514460.47720654	5286947.72364901	7181672.90833698
F66	12914694.3609305	7359254.10118774	9182288.60341762	8314301.0352918	15090785.1870982	7256730.67117576	12382009.259543	15877012.6189834	15036470.4352154	18295930.5643454	14989043.5247336	14066978.766783	13414325.918645	12507808.6317314	10582804.1759867	8645460.58897921	8022283.9222374	11219029.0114819
F67	22497211.6058949	25567966.1672258	21016055.4405049	23076425.1180453	23028708.5116635	26416395.0923665	21847616.6476976	23360553.6438022	23721433.8096755	25850559.8726411	19354610.8197204	24961067.5348899	22858057.0736685	23735100.8398365	22067295.037739	24483737.909226	24002724.6933613	23223589.430212
F68	8449489.73571859	3895687.85065092	7065914.65223172	6675252.83227562	7277587.50059265	8051086.3851267	5782721.73950512	12728180.7197183	11281609.3908002	15664929.6889585	8005663.74034549	23207470.8978029	15316509.3829173	16133932.4894318	19430740.793439	9019221.73793523	6940476.10969108	9863435.6910457
F69	20866967.1098299	10354985.2159926	8276593.33387699	9208836.11480618	4625467.92159908	10624423.450523	10970620.291388	28636889.669291	21521985.3959106	11791567.1545897	10723634.0253844	10483941.6253808	8646415.3012002	10477955.8354998	5617976.85629216	6781834.9028917	7351589.47958016	9803857.21512099
F70	9450221.46570101	7101366.72501453	7480540.29995705	6437023.43701438	15033982.0511194	6201861.3712552	7791105.9004332	10725324.5544733	11031747.6818996	11537791.475125	10009530.5377245	10600285.1561469	9913669.00988367	8340582.20342195	7177542.0217493	9236875.45950731	7184157.57018182	12601770.1044283
F71	15259292.7285039	23353301.3775787	15264629.8394454	20405317.6545183	13114573.6763564	24269476.1590526	20728148.6135187	26400613.4225331	26674206.5686351	18483854.6859288	17632127.1297458	22035152.5770313	24545873.6942475	26799967.0260773	20085283.188565	10941892.9833541	11855837.2630076	14730529.4964645
F72	3421450.62388195	12930924.3955449	6731247.76158659	12905880.4316122	3558841.68806095	12792652.7055693	10567461.4541389	17633301.2986495	10822228.3154425	12768086.3178585	10669658.3398717	16153722.5264383	10166428.1074953	17430292.3460752	4523451.96089647	12071957.1811905	5296182.49199086	13594072.9492164
F73	13337914.5552636	17556580.0798288	19819786.8328774	21091751.8595893	25631446.4203987	23520331.2625754	11706504.680994	16926623.5943613	14839762.6433481	13295867.3621995	10759383.3773308	22975262.4670111	16949284.8399841	17259549.6900291	17839511.7235051	19250064.9921614	15855721.8386499	17921920.2669411
F74	7037403.33453349	10634922.6858707	7997677.32222841	16147365.4978004	12256097.7297041	11287760.378737	8865263.51758955	24663296.9822635	21133381.6561843	10795440.252256	7446761.50757842	21444061.9633503	20671616.5241836	25468957.7812105	16937799.1445825	7390616.06988876	7447152.05740074	8047613.71954209
F75	12278488.1654453	15237555.7477747	15132413.6888242	14619229.6069885	16514429.3096113	15347072.9154933	16055852.5533357	23578178.5677015	19961867.4462255	25048423.0687467	15544459.5087229	22653846.9160416	19577521.5547807	24653974.4331377	20493322.5045117	14527786.146786	13485446.4223546	15134345.493626
F76	16151534.6176003	11527242.7915967	8568637.7037342	18160696.2724846	7347478.65362151	10629203.9392582	18986725.8236193	23376136.6734593	12338097.8837165	12833881.3862239	16992930.9300889	20444865.8960225	19959314.1676524	13283825.3184221	18542073.5679497	8278340.92320295	8569247.46462702	9868203.51165598
F77	15160755.9709125	19752341.7130536	17434640.4900389	17347066.5828186	21119721.7117296	22973699.6554913	12517809.9195101	15381505.5413148	14879008.0658536	18276422.7725993	11954661.17328	24541246.0436687	12915668.2745761	13879108.4490817	12055919.2943419	17362557.1969756	18372527.6320674	18422214.6162281
F78	10496152.6909922	4976912.64594479	8776438.57718519	6794438.41623562	10380455.7699484	6700626.27152292	6537353.77875711	13264960.7977404	10216962.0570608	16134944.9328475	8194501.55798783	15758024.7678623	14084712.094323	14824332.683761	15664265.6418081	8892579.27671794	7534435.52703702	10161017.8783755
F79	4858862.98020579	7437052.41709436	6046354.05731106	7449798.81625988	7489861.41467249	9241885.48250327	2993580.80283398	6465794.88369341	5633358.68765836	12871105.2947221	6713988.05103534	7817225.01346096	4528214.08002883	7077820.13566004	3914785.8590472	7660760.72183535	20653664.0706605	23193387.5097295
F80	9051906.26440491	4536784.07634073	7168334.22751047	6236934.84232741	8099769.05616848	5659021.16153121	5384877.7987399	10758220.5398874	9160683.96697222	14161321.2836077	6294566.96357355	13605692.3046851	11667008.4153674	11673424.8305874	12382179.5034954	8935822.78449083	7697657.070063	8456882.95887231
F81	3539719.70722714	6074987.27452057	5631386.7238852	8225679.91329335	6213181.22984362	17263830.8417358	4768584.16223936	22403025.4884371	10891781.6289026	5898459.56282327	5050646.38970633	19207103.3098794	11219371.3879635	14181068.0175092	14331984.8026599	6040995.41501522	5172692.15996102	6098309.00055198
F82	15565861.4321201	17931927.5615544	16840322.0198314	17498407.701154	15242478.9442849	21677235.4438295	16903986.3150092	16041439.9912101	16305219.0715485	12596949.9921068	16133964.5819412	14745491.040924	19746161.7885796	16247723.1617151	19700875.1110063	16156700.1221076	18071148.7879814	15947723.0695521
F83	10132887.5799592	11896152.4618721	12265504.7006548	16037714.1538126	18855746.7084287	17716494.2981322	7736396.82573764	16118695.9239951	12341079.8230227	12799758.0141988	7295705.09006207	20750565.5914705	12119168.5095379	16312673.6054954	11253490.6951836	17772592.2809975	17350895.4579915	14961591.246324
F84	9967311.53318682	5959988.3413449	6026027.70603536	6442721.36364834	7031900.38932587	5606324.98212927	7716416.08516838	11008768.488833	11442643.7051033	13920939.6911613	8107188.70540969	12679716.7923283	11309753.9687503	10235739.2759319	12214134.4068615	9335815.0340235	8554819.04492847	8599647.72119056
F85	3320261.69381999	12343637.5563457	11395608.3477362	4044968.51513693	13016854.9097212	14232167.2992989	11805008.1010054	19165498.1358299	5553690.1522841	6087324.97237709	10861011.1987316	19369861.4865801	4863852.92798896	6085008.22120769	14930521.5157993	4171584.88279107	11283974.4272374	11527637.4697863
F86	14472.9782251148	12841978.7819964	27494.4031899182	9282792.77760156	3679946.97826726	11614082.099098	29266.9815985349	18811678.0445918	8337544.65190865	15663193.8039678	21376.1745905646	13798866.6479263	48691.8113925115	16275395.4629067	15306.3840218545	8027197.93457304	4644241.85223524	9754339.43011383
F87	7172100.23775325	11711097.1680676	8033171.15666655	9153659.85181919	5564303.23310713	12258294.6849505	11422364.5131715	18648700.2932147	15030316.6394568	16508940.1905353	10238172.2830751	12995749.0150276	11108197.5134189	17117743.1721106	11050016.2037965	7299641.67088488	8071998.82111826	8941756.5054209
F88	1520383.18307637	2830062.03375194	2043333.80299215	3844804.72665622	2145773.34533371	17213204.018175	1828233.87333442	18111241.1711881	6264320.96541994	8871093.64107296	1954603.06948592	11039564.150857	3216939.68105321	4442336.21356491	3108978.73930897	2007848.82243939	2209700.53246701	6061153.09279404
F89	6264770.91334527	4296968.95226118	4121464.90901703	3094011.84903889	4604422.06319359	3569944.76848388	5821540.79345348	10536425.24637	8325883.22619719	12255144.2623781	6551468.94269324	12565154.9816881	14881792.5211707	17095391.2212406	12951414.9546401	2717714.11834196	3676486.73754175	3404505.76880665
F90	6398764.47594993	1976124.99284803	4169993.34371624	3817796.31178976	5112161.8364651	3590676.74853603	6132057.37776024	12140275.6093387	9571783.45875841	12129286.8202639	6154189.17122849	13462672.2478834	13350332.1757189	15659793.7969046	13059438.0392908	3020667.42560778	1969814.46754314	2974088.81810014
F91	8178844.61478306	12232665.7535861	11111754.3982966	11952056.143537	10493074.2709781	13965239.1947941	9628811.49675051	13749857.0346721	12656732.2596348	12057023.5340282	7956364.19050099	15084541.1322691	14640697.3812473	17277010.0402317	14031969.1630738	10389319.3596181	9653555.42129088	10534283.6312233
F92	7616476.99415709	9461099.2159116	9063993.24669857	9811031.38707965	10464256.0040563	10051790.6834836	9840027.98067128	15447032.5183843	12685674.7731746	11249450.9883151	8128048.93477507	14453528.2398476	13586517.7169827	17264408.2316452	12538186.5913791	9150731.80739563	6822748.75106371	7731230.90589606
F93	7226390.89348567	10580977.7135685	9078892.11719222	11016809.1285543	8996134.98136465	5041659.04726433	9210122.16205173	5559693.29142206	12439326.2495016	4488353.83327282	3208520.14740241	15189745.3987258	10182360.7708867	13059401.2989938	10361427.3841071	10110977.6276907	10614447.0032841	9746055.29272935
F94	8404232.93944989	2803250.04215791	6617834.40752552	4264806.20830625	4578252.6512482	3583093.53168992	7328675.91977635	8480811.57439575	6563467.11995589	5183581.56767932	11597655.2845334	3340389.09935604	8746594.11828595	6326313.52929829	8473711.43780601	4991835.41786079	3330691.1435703	5877839.35507929
F95	6703906.65543078	4229493.62157622	6079673.56896618	4570788.55907734	3362937.37270746	3782922.16307195	6409629.89207948	11193496.6253318	9370039.4271487	5515135.97310209	8006202.77063825	6606202.10282606	11589862.9312149	14122788.5601093	11566717.0203201	4491912.392691	3382084.6404386	5057383.31887786
F96	10058458.3234921	4249523.4198784	6063740.13554565	3993934.29799451	3763053.4824573	2834955.17238564	6567884.13997319	5820229.47242057	6926782.30508247	5878590.63427866	9595805.66750833	2237310.91511516	8269251.45470328	5356837.28607863	6684153.49363342	7817653.37364279	8398323.77386922	8415069.49368278
F97	4000753.22406352	2413060.64987402	3134310.24890877	3139037.50406539	6145671.68744984	3710525.159328	5029269.34874498	6986856.77988571	7218972.96309298	9594995.54210557	6469841.11166654	9400067.95275744	6936945.41220112	6291694.81561166	4319908.45791269	2912244.81306135	2429550.57294053	3843061.31002431
F98	6706994.27032417	6237550.01150292	8790933.91935077	4704821.78220246	8631946.0786388	9970474.72682448	5568723.23512912	12273747.5219361	8126980.66983507	13066707.2337536	5842763.04286028	16325555.3048983	7997535.28917843	12183830.847767	9678909.78816867	8026165.57293489	8129523.95695376	7365609.47960974
F99	3926463.5955005	3890741.79518878	4411886.59125583	3989634.6256404	4893166.21141679	8594669.47045935	3104904.27410145	10589594.0336221	5875360.25930917	5861312.53792821	3221125.99604298	15874099.7748689	4377872.78574586	8966465.50019395	6692157.60457159	4091678.86561854	4209134.2357226	4081004.95137788
F100	6262712.03131889	8944973.2914516	5579440.27679001	7028061.80691603	3748599.96805378	7970382.99495924	6712038.73824403	9571256.66933084	8674576.67266153	6650234.16722803	7803094.0433766	6790358.81171791	5298038.34595027	6082876.42651971	3682426.69257054	4806422.98986708	6642045.39156567	8632028.94218015
F101	3112005.56163755	5722321.09632389	4302195.89184382	6044537.8223033	4909299.39227184	8143798.13529698	5449391.72479473	12887659.8076784	9318484.9328741	9538183.54556738	4966335.58086889	15619928.1768592	8148743.79284161	10276629.0573687	8206837.50412507	4059809.15259583	3309880.53797998	3475736.8609465
F102	1164466.03934369	2809503.63752821	1405819.17404051	2752247.06706278	1324817.71077791	10986092.5674734	2515884.24994653	15585059.7346189	6950955.12428551	6958403.6946952	2483780.52828829	9177273.28245274	4059738.85106761	4694044.22485834	3743954.11078891	1056168.19862712	1298930.57361665	3022068.93248875
F103	6594205.51157174	8182528.60508744	9293684.7877126	10933133.5447035	9783365.68697979	13664226.7235849	8528969.31417416	13198310.2700048	11228580.8763765	9145184.39120577	6980129.84251789	15552853.2649659	11383916.4872977	12315093.6756521	12281394.5308134	8593203.09315908	7679380.15344789	6856492.04851534
F104	9385627.512124	3926864.76880564	6620111.00482417	3766907.99905815	4035998.77945613	2835061.33247641	6462766.53369562	7062670.07385695	6062988.5476489	6171138.36791826	10146677.3294982	2801236.56532789	8582500.71266653	5469308.79658348	8690205.75730272	7231276.89866707	5524137.44479564	7332951.73215045
F105	72556.7744447479	8480529.71590086	299511.411068099	7032708.93027627	5656419.37538685	6522177.99967445	256344.477815693	5978143.00241364	195049.833951125	134893.634711214	100009.175640753	9735183.63640553	113919.118460627	6520084.39319613	69514.4154525023	5206587.83461828	93267.3380039406	9169497.08253474
F106	5725330.40799086	5560889.1455028	4045410.7262836	4084572.12951174	5251937.71066685	3591384.22014297	5289276.53826849	6979306.59776802	7609655.47021905	7820907.81752101	5319693.79240286	5201693.6520066	6146210.6216064	6033536.64247641	4518706.07065427	5080690.08541452	5120559.6572904	6376606.9709651
F107	8680724.95210233	11975608.9284002	8312298.25113385	9104443.80027881	5194760.58972913	13852277.9374219	12019413.8841848	13111980.1335043	14594384.017967	12391043.363061	11650358.6173671	10971134.1564165	10367419.6544147	11411889.0093256	6182091.14797635	6895936.73017257	8200682.18833698	10949183.2478741
